Message,Category,Priority
FLASH FLOOD SA INDUSTRIAL VALLEY WALANG NA-SAVE NA GAMIT,Flood,Critical
tulong naanod ang bahay ng kapatid ko nandun sila,Flood,Critical
OVERFLOWING NA ANG ILOG SA RIVERBANKS PASOK SA MALL,Flood,Critical
may mga tao sa bubong na sumisigaw ng tulong,Flood,Critical
DAM BREACH CONFIRMED RAGASA TUBIG SA FORTUNE,Flood,Critical
tulong po nilalamig na kami sa bubong may hypothermia,Flood,Critical
RIVER WALL COLLAPSED SA STA ELENA BAHA AGAD,Flood,Critical
na-stranded sa itaas ng puno walang makapitan,Flood,Critical
FLOOD WATERS RISING TOO FAST DI NA MAKAALIS,Flood,Critical
tulong po may nakuryente sa baha bagsak wire,Flood,Critical
SWOLLEN RIVER DANGEROUS LEVEL ABOT NA SA TULAY,Flood,Critical
naanod ang evacuation tent sa lakas ng agos,Flood,Critical
TRAPPED SA SCHOOL BUILDING 2ND FLOOR PUNO NA,Flood,Critical
tulong po buntis ang kasama ko nasa bubong kami,Flood,Critical
WATER ENTERING ATTIC SPACE NO WAY OUT,Flood,Critical
rumaragasa ang putik galing sa bundok,Flood,Critical
FLASH FLOOD SA PARANG HINDI KAMI NAKAHANDA,Flood,Critical
tulong po may na-trap sa basement parking lubog na,Flood,Critical
CRITICAL LEVEL SA STO NINO LUBOG MGA BAHAY,Flood,Critical
naanod na yung tulay sa tumana hindi makatawid rescue,Flood,Critical
STRANDED SA GITNA NG BAHA SA BUBONG NG JEEP,Flood,Critical
tulong po may baby na nahulog sa tubig,Flood,Critical
RAPID RISE OF WATER WALANG ORAS MAG IMBAK,Flood,Critical
lubog na ang buong barangay sa baha,Flood,Critical
FLOOD REACHED ROOFTOPS SA PROVIDENT VILLAGE,Flood,Critical
tulong po hindi na namin kaya kumapit sa yero,Flood,Critical
STRONG CURRENT SA MARCOS HIGHWAY DI MADAANAN,Flood,Critical
naanod ang mga gamit namin pati aso,Flood,Critical
TRAPPED SA 2ND FLOOR BINTANA LANG LABASAN,Flood,Critical
tulong po may nasaktan sa debris ng baha,Flood,Critical
WATER LEVEL CRITICAL SA OLANDES,Flood,Critical
rumaragasa ang tubig sa kalsada parang ilog,Flood,Critical
FLASH FLOOD SA CONCEPCION UNO GULAT KAMI,Flood,Critical
tulong po may sakit ang kasama namin sa bubong,Flood,Critical
OVERFLOWING CREEK SA LAMUAN PASOK SA BAHAY,Flood,Critical
naanod ang sasakyan may tao sa loob,Flood,Critical
STRANDED SA ROOF DECK WALA PAGKAIN,Flood,Critical
tulong po tumataas pa rin tubig,Flood,Critical
DAM BROKEN TUBIG DUMADAGSA,Flood,Critical
lubog na first floor second floor na,Flood,Critical
FLOOD SA BARANGKA IBABA DELIKADO,Flood,Critical
tulong po rescue please urgent,Flood,Critical
STRONG AGOS NG TUBIG,Flood,Critical
naanod na kami,Flood,Critical
TRAPPED SA LOOB,Flood,Critical
tulong malulunod na,Flood,Critical
WATER LEVEL HIGH,Flood,Critical
rumaragasa baha,Flood,Critical
FLASH FLOOD,Flood,Critical
tulong bubong,Flood,Critical
OVERFLOWING,Flood,Critical
naanod bahay,Flood,Critical
STRANDED,Flood,Critical
tulong,Flood,Critical
DAM BREACH,Flood,Critical
lubog na,Flood,Critical
FLOOD,Flood,Critical
rescue,Flood,Critical
STRONG,Flood,Critical
naanod,Flood,Critical
TRAPPED,Flood,Critical
saklolo,Flood,Critical
WATER,Flood,Critical
ragasa,Flood,Critical
FLASH,Flood,Critical
hlep,Flood,Critical
OVERFLOW,Flood,Critical
bahay,Flood,Critical
ROOF,Flood,Critical
taas,Flood,Critical
DAM,Flood,Critical
baha,Flood,Critical
SAVE,Flood,Critical
urgent,Flood,Critical
CURRENT,Flood,Critical
lunod,Flood,Critical
Papasok na ang tubig sa loob ng bahay hanggang tuhod na,Flood,High
alarm level 2 na daw sabi sa radyo mag-evacuate na kami,Flood,High
ABOT NA SA BEWANG ANG BAHA SA KALSADA SA SSS VILLAGE,Flood,High
kailangan na namin lumikas tumataas ang tubig sa creek,Flood,High
LUMULUTANG NA ANG MGA KOTSE SA GARAHE NAMIN,Flood,High
hanggang dibdib na ang baha sa labas delikado lumabas,Flood,High
EVACUATING NOW PAPUNTANG SCHOOL MATAAS NA TUBIG,Flood,High
pina pasok na ng tubig ang first floor inakyat na namin gamit,Flood,High
WAIST DEEP FLOOD SA CONCEPCION DOS SA MAY SIMBAHAN,Flood,High
bilisan nyo ang rescue tumataas ang tubig sa nangka,Flood,High
NEED BOAT PARA MAKALABAS SA SUBDIVISION HINDI KAYA LAKARIN,Flood,High
abot na sa bewang ang tubig sa loob ng bahay,Flood,High
RISING WATER LEVEL SA PROVIDENT STARTING TO FLOOD STREETS,Flood,High
hindi na madaanan ng sasakyan ang gil fernando ave baha,Flood,High
CHEST DEEP NA SA MAY PALENGKE LUBOG MGA TINDAHAN,Flood,High
kailangan na namin ng tulong magbuhat ng gamit pataas,Flood,High
FLOOD ENTERING LIVING ROOM DAMAGE TO APPLIANCES,Flood,High
lumilikas na kami papuntang sports center baha na,Flood,High
WAIST DEEP SA MALANDAY NEED ASSISTANCE SA MATANDA,Flood,High
puno na ang kanal umaapaw na sa kalsada ang tubig,Flood,High
EVACUATE AGAD SABI NG BARANGAY TUMATAAS ILOG,Flood,High
abot na sa hita ang tubig sa loob ng kusina,Flood,High
FLOATING DEBRIS SA KALSADA DELIKADO MAGLAKAD,Flood,High
hindi na makadaan ang tricycle hanggang upuan na ang baha,Flood,High
CHEST DEEP SA TUMANA LOW LYING AREA,Flood,High
kailangan ng rubber boat sa lilac st baha,Flood,High
WATER LEVEL RISING FAST SA BARANGKA,Flood,High
lumulutang na ang sofa namin sa sala,Flood,High
WAIST DEEP SA LOOBAN NG INDUSTRIAL VALLEY,Flood,High
pasok na tubig sa garahe abot sa makina ng kotse,Flood,High
EVACUATING TO HIGHER GROUND SA FORTUNE,Flood,High
abot na sa bewang ang baha sa tapat ng school,Flood,High
FLOOD WARNING LEVEL 2 PREPARE TO EVACUATE,Flood,High
hindi na kaya ng boots ang baha pasok na sa loob,Flood,High
CHEST DEEP SA MAY CREEK SIDE,Flood,High
kailangan ilikas ang mga alagang hayop baha na,Flood,High
WATER LEVEL ABOVE KNEE INSIDE HOUSE,Flood,High
lumulutang na mga gamit sa first floor,Flood,High
WAIST DEEP SA PARANG FIELD,Flood,High
pasok na tubig sa tindahan basa ang paninda,Flood,High
EVACUATE NOW ALERT SA RADIO,Flood,High
abot na sa dibdib ang baha sa daan,Flood,High
FLOODING FAST SA RAINBOW ST,Flood,High
hindi na makalabas ng gate sa taas ng tubig,Flood,High
CHEST DEEP SA MAY ILOG,Flood,High
kailangan ng tulong sa paglikas,Flood,High
WATER LEVEL RISING STEADILY,Flood,High
lumulutang na basura sa baha,Flood,High
WAIST DEEP NA,Flood,High
pasok na tubig,Flood,High
EVACUATING,Flood,High
abot bewang,Flood,High
FLOODING,Flood,High
hindi madaanan,Flood,High
CHEST DEEP,Flood,High
kailangan boat,Flood,High
WATER RISING,Flood,High
lumulutang kotse,Flood,High
WAIST LEVEL,Flood,High
pasok bahay,Flood,High
EVACUATE,Flood,High
abot dibdib,Flood,High
FLOOD FAST,Flood,High
hindi kaya,Flood,High
CHEST LEVEL,Flood,High
kailangan tulong,Flood,High
WATER UP,Flood,High
lumulutang gamit,Flood,High
WAIST DEEP,Flood,High
pasok tubig,Flood,High
EVAC,Flood,High
abot tuhod,Flood,High
FLOOD,Flood,High
hindi lakarin,Flood,High
CHEST,Flood,High
boat need,Flood,High
RISING,Flood,High
lumulutang,Flood,High
LEVEL 2,Flood,High
pasok,Flood,High
LIKAS,Flood,High
bewang,Flood,High
BAHA,Flood,High
di madaan,Flood,High
DEEP,Flood,High
boat,Flood,High
UP,Flood,High
lutang,Flood,High
WAIST,Flood,High
tubig,Flood,High
ALARM,Flood,High
tuhod,Flood,High
FLOODS,Flood,High
basa,Flood,High
LEVEL,Flood,High
tulong,Flood,High
RISE,Flood,High
kotse,Flood,High
HIGH,Flood,High
loob,Flood,High
Hanggang tuhod na ang baha sa kalsada pero di pa pasok sa bahay,Flood,Medium
gutter deep pa lang naman sa tapat namin kaya pa dumaan,Flood,Medium
STRANDED KAMI SA 7-11 HINDI MAKATAWID SA BAHA,Flood,Medium
tumaas na ang tubig sa ilog alarm level 1 na,Flood,Medium
BAHA NA SA KANTO HINDI MAKADAAN JEEP,Flood,Medium
knee deep flood sa may palengke ingat kayo,Flood,Medium
MONITORING WATER LEVEL MABILIS UMAKYAT,Flood,Medium
may baha sa tapat ng gate pero dry pa sa loob,Flood,Medium
GUTTER DEEP SA LILAC ST MEDYO TRAPIK,Flood,Medium
stranded sa trabaho hindi makauwi dahil sa baha,Flood,Medium
ALARM LEVEL 1 NA DAW MAGHANDA NA LUMIKAS,Flood,Medium
hanggang binti ang tubig sa daan papuntang bayan,Flood,Medium
FLOODED STREETS SA MARIKINA HEIGHTS INGAT,Flood,Medium
hindi makapasok ang tricycle sa taas ng tubig sa kanto,Flood,Medium
KNEE DEEP SA CONCEPCION UNO PERO BUMABABA NAMAN,Flood,Medium
nag-iipon na ng tubig sa timba baka mawalan,Flood,Medium
STRANDED SA SCHOOL HINIHINTAY HUMUPA ANG BAHA,Flood,Medium
tumaas ang tubig sa kanal umapaw sa kalsada,Flood,Medium
BAHA NA SA HARAP NG BAHAY ABOT SHIN,Flood,Medium
knee deep sa may sta lucia banda,Flood,Medium
WATCHING THE RIVER LEVEL NAKAKAKABA,Flood,Medium
may baha sa parking lot ilipat ang kotse,Flood,Medium
GUTTER DEEP SA PROVIDENT ENTRANCE,Flood,Medium
stranded sa mall pinalalabas na kami,Flood,Medium
PREPARING TO EVACUATE KUNG TUMAAS PA,Flood,Medium
hanggang tuhod sa may tulay ingat sa motor,Flood,Medium
FLOOD ALERT SA RADYO MAGING ALERTO,Flood,Medium
hindi makatawid sa kabilang kalsada baha,Flood,Medium
KNEE DEEP SA MALANDAY INGAT SA PUTIK,Flood,Medium
nag-aakyat na ng gamit sa 2nd floor just in case,Flood,Medium
STRANDED SA OFFICE ABANG LANG SA BALITA,Flood,Medium
tumaas ang water level sa creek,Flood,Medium
BAHA NA SA BASKETBALL COURT,Flood,Medium
knee deep sa may simbahan,Flood,Medium
MONITORING SA FACEBOOK PAGE NG MARIKINA,Flood,Medium
may baha sa waiting shed,Flood,Medium
GUTTER DEEP SA FORTUNE,Flood,Medium
stranded sa bus terminal,Flood,Medium
READY NA ANG GO BAG KUNG SAKALI,Flood,Medium
hanggang binti sa may kanto,Flood,Medium
FLOOD SA LOW LYING AREAS WARNING,Flood,Medium
hindi makadaan ang lowered na kotse,Flood,Medium
KNEE DEEP SA PARANG,Flood,Medium
nag-aabang ng rescue advisory,Flood,Medium
STRANDED SA KAIBIGAN,Flood,Medium
tumaas tubig,Flood,Medium
BAHA SA DAAN,Flood,Medium
knee deep,Flood,Medium
MONITORING,Flood,Medium
may baha,Flood,Medium
GUTTER DEEP,Flood,Medium
stranded,Flood,Medium
ALARM 1,Flood,Medium
hanggang tuhod,Flood,Medium
FLOODED,Flood,Medium
hindi makatawid,Flood,Medium
KNEE LEVEL,Flood,Medium
nag-aakyat,Flood,Medium
STRANDED PA,Flood,Medium
tumaas level,Flood,Medium
BAHA KANTO,Flood,Medium
knee high,Flood,Medium
WATCHING,Flood,Medium
may tubig,Flood,Medium
GUTTER,Flood,Medium
stranded kami,Flood,Medium
PREPARE,Flood,Medium
hanggang binti,Flood,Medium
FLOOD ALERT,Flood,Medium
hindi madaanan,Flood,Medium
KNEE,Flood,Medium
nag-iimpake,Flood,Medium
STRANDED DITO,Flood,Medium
tumaas,Flood,Medium
BAHA NA,Flood,Medium
knee,Flood,Medium
WAITING,Flood,Medium
may pool,Flood,Medium
DEEP,Flood,Medium
stranded ako,Flood,Medium
ALERT,Flood,Medium
tuhod na,Flood,Medium
FLOODING NA,Flood,Medium
di makatawid,Flood,Medium
LEVEL 1,Flood,Medium
ready,Flood,Medium
STRANDED NA,Flood,Medium
akyat,Flood,Medium
BAHA PA,Flood,Medium
binti,Flood,Medium
MONITOR,Flood,Medium
tubig sa daan,Flood,Medium
STREET,Flood,Medium
wait,Flood,Medium
1ST ALARM,Flood,Medium
baha,Flood,Medium
KNEES,Flood,Medium
prepare,Flood,Medium
STUCK,Flood,Medium
May baha po ba sa bayan ngayon o wala na?,Flood,Low
ankle deep lang ang tubig sa labas kaya naman lakarin,Flood,Low
HINDI NAMAN UMAAPAW ANG ILOG NORMAL LEVEL,Flood,Low
humupa na ang baha sa tumana putik na lang,Flood,Low
MAY PASOK BA BUKAS DAHIL SA BAHA?,Flood,Low
puddle lang sa tapat ng bahay hindi baha,Flood,Low
KAMUSTA PO ANG MARIKINA BRIDGE PASSABLE BA?,Flood,Low
mababa na ang tubig sa provident nakakadaan na,Flood,Low
ANKLE DEEP SA MAY PALENGKE INGAT SA DULAS,Flood,Low
wala ng baha sa concepcion dry na,Flood,Low
SAFE NA BA UMUWI SA MALANDAY?,Flood,Low
konting tubig lang sa gutter hindi nakakaabala,Flood,Low
NORMAL WATER LEVEL SA RIVER PARK,Flood,Low
humupa na ang tubig sa nangka pwede na linisin,Flood,Low
MAY RASYON BA NG TUBIG PANG LINIS NG PUTIK?,Flood,Low
talsik lang ng ulan hindi baha,Flood,Low
KAMUSTA PO TRAFFIC SA RIVERBANKS MAY BAHA PA?,Flood,Low
mababa pa ang tubig sa creek malayo sa alarm,Flood,Low
ANKLE LEVEL SA KALSADA MABILIS NAMAN MAWALA,Flood,Low
wala ng tubig sa loob ng bahay nagmo-mop na lang,Flood,Low
SAFE TO PASS NA BA ANG MARCOS HIGHWAY?,Flood,Low
konting baha lang sa lubak na daan,Flood,Low
NORMAL PA ANG CURRENT NG ILOG,Flood,Low
humupa na ang baha sa barangka,Flood,Low
MAY SUSPENDED CLASSES PA BA?,Flood,Low
basang kalsada lang ingat sa pagmamaneho,Flood,Low
KAMUSTA PO ANG WATER LEVEL UPDATE?,Flood,Low
mababa na ang baha sa lilac,Flood,Low
ANKLE DEEP LANG SA MAY KANTO,Flood,Low
wala ng baha sa sss village,Flood,Low
SAFE NA BA DUMAAN ANG MALIIT NA KOTSE?,Flood,Low
konting tubig sa sidewalk,Flood,Low
NORMAL NA ULIT ANG SITWASYON,Flood,Low
humupa na ang tubig sa fortune,Flood,Low
MAY LIBRENG SAKAY BA SA BAHA?,Flood,Low
mababaw lang ang tubig sa daan,Flood,Low
KAMUSTA PO SA STO NINO MAY BAHA PA?,Flood,Low
mababa na tubig,Flood,Low
ANKLE DEEP,Flood,Low
wala na baha,Flood,Low
SAFE NA,Flood,Low
konting tubig,Flood,Low
NORMAL LEVEL,Flood,Low
humupa na,Flood,Low
MAY PASOK?,Flood,Low
puddle,Flood,Low
KAMUSTA?,Flood,Low
mababa pa,Flood,Low
ANKLE,Flood,Low
wala baha,Flood,Low
SAFE PASS,Flood,Low
konti lang,Flood,Low
NORMAL PA,Flood,Low
humupa,Flood,Low
MAY BALITA?,Flood,Low
basa lang,Flood,Low
UPDATE PO,Flood,Low
mababa,Flood,Low
ANKLE LEVEL,Flood,Low
dry na,Flood,Low
SAFE BA,Flood,Low
konting baha,Flood,Low
NORMAL,Flood,Low
hupa na,Flood,Low
CLASSES?,Flood,Low
mababaw,Flood,Low
LEVEL?,Flood,Low
wala na,Flood,Low
SAFE,Flood,Low
tubig lang,Flood,Low
OKAY NA,Flood,Low
bumaba na,Flood,Low
PASOK?,Flood,Low
basa,Flood,Low
UPDATE,Flood,Low
low level,Flood,Low
ANKLES,Flood,Low
tuyo na,Flood,Low
SAFE NA?,Flood,Low
puddles,Flood,Low
NORMAL NA,Flood,Low
wala,Flood,Low
SUSPENDED?,Flood,Low
maliit,Flood,Low
LEVEL,Flood,Low
ok na,Flood,Low
PASSABLE,Flood,Low
ulan lang,Flood,Low
OK NA,Flood,Low
baba na,Flood,Low
PASOK,Flood,Low
wet,Flood,Low
UPDATES,Flood,Low
low,Flood,Low
ANKLE HIGH,Flood,Low
tuyo,Flood,Low
SAFE?,Flood,Low
gutter,Flood,Low
NORM,Flood,Low
wala pa,Flood,Low
SUSPENSION,Flood,Low
Kumain ka na ba ng tanghalian?,Noise,None
Good morning sa inyong lahat have a blessed day,Noise,None
Ang ganda ng sunrise ngayon sa Marikina,Noise,None
Miss na kita kailan tayo magkikita?,Noise,None
Happy birthday po tita more birthdays to come,Noise,None
Ano ulam nyo ngayon kami sinigang,Noise,None
Ang init naman sobra parang impyerno,Noise,None
Saan maganda tumambay mamaya?,Noise,None
Pahiram naman ng charger naiwan ko sa bahay,Noise,None
Kamusta na kayo dyan ingat lagi,Noise,None
Ang cute ng aso mo ano pangalan?,Noise,None
Nanalo ako sa lotto joke lang,Noise,None
Sino may extra ballpen dyan?,Noise,None
Tara laro tayo ng basketball sa court,Noise,None
Anong oras start ng movie?,Noise,None
Bukas ba yung milk tea shop sa kanto?,Noise,None
Ang sakit ng ulo ko sa kakapuyat,Noise,None
Congrats sa graduation mo pre,Noise,None
Punta tayo sa mall may sale daw,Noise,None
Nakita mo ba yung post ni crush?,Noise,None
Ang bagal ng internet kainis,Noise,None
Good night everyone sleep well,Noise,None
Saan tayo kakain ng dinner?,Noise,None
Ang galing kumanta ni Sarah G,Noise,None
May assignment ba tayo sa math?,Noise,None
Pautang naman ng singkwenta bayaran ko bukas,Noise,None
Ang daming lamok ngayon tag-ulan na kasi,Noise,None
Nag-jogging ako kanina sa riverbanks,Noise,None
Ang sarap ng kape sa umaga,Noise,None
Merry Christmas sa inyong lahat,Noise,None
Happy New Year mga ka-barangay,Noise,None
Ang traffic naman pauwi,Noise,None
Sino kasama mo ngayon?,Noise,None
Wala akong magawa ang boring,Noise,None
Nood tayo ng netflix mamaya,Noise,None
Ang bango ng niluluto ng kapitbahay,Noise,None
Pahingi naman ng pagkain gutom na ako,Noise,None
Saan sakayan papuntang Cubao?,Noise,None
Ingat sa pag-uwi madilim na,Noise,None
Ang ganda ng sapatos mo saan mo nabili?,Noise,None
May pasok ba bukas o wala?,Noise,None
Salamat sa regalo na binigay mo,Noise,None
Mag-ingat kayo palagi dyan,Noise,None
Ang cute ng baby nyo mana sa tatay,Noise,None
Saan maganda mag-date dito?,Noise,None
Ang init ng ulo ko wag mo ako kausapin,Noise,None
Tara kape tayo sa labas,Noise,None
Anong magandang iregalo sa girlfriend?,Noise,None
Ang ganda ng view dito sa taas,Noise,None
Pwede ba makahingi ng tubig?,Noise,None
Saan may murang gupitan?,Noise,None
Ang haba ng pila sa grocery,Noise,None
Nag-aaral ako wag kayo maingay,Noise,None
Sino nanalo sa basketball kagabi?,Noise,None
Ang sarap matulog pag umuulan,Noise,None
May payong ka bang dala?,Noise,None
Saan pwede magpa-print ng documents?,Noise,None
Ang ganda ng bagong kanta ni Taylor Swift,Noise,None
Punta tayo sa beach sa summer,Noise,None
Ang lamig naman ng aircon dito,Noise,None
Saan may masarap na pares?,Noise,None
Ang cute ng pusa nyo,Noise,None
Bili tayo ng ice cream,Noise,None
Ano magandang movie ngayon?,Noise,None
Saan pwede mag-park ng motor?,Noise,None
Ang mahal na ng bilihin ngayon,Noise,None
Naglalaba ako mamaya na tayo usap,Noise,None
Saan may bilihan ng bigas?,Noise,None
Ang ganda ng fireworks kagabi,Noise,None
Punta tayo sa perya,Noise,None
Sino may alam ng number ni mayor?,Noise,None
Ang sarap ng fried chicken nila,Noise,None
May lakad ka ba ngayon?,Noise,None
Saan pwede magpa-check up?,Noise,None
Ang ganda ng simbahan nyo,Noise,None
Bili tayo ng prutas sa palengke,Noise,None
Ano oras dating ng bus?,Noise,None
Saan may bilihan ng school supplies?,Noise,None
Ang ganda ng damit mo,Noise,None
Punta tayo sa park mamaya,Noise,None
Sino may birthday ngayon?,Noise,None
Ang sarap ng simoy ng hangin,Noise,None
May quiz ba tayo bukas?,Noise,None
Saan pwede mag-apply ng trabaho?,Noise,None
Ang ganda ng ngiti mo,Noise,None
Bili tayo ng snacks,Noise,None
Ano balita sa tv?,Noise,None
Saan may bilihan ng gamot?,Noise,None
Ang ganda ng buhok mo,Noise,None
Punta tayo sa museum,Noise,None
Sino nanalo sa contest?,Noise,None
Ang sarap ng luto ni nanay,Noise,None
May meeting ba tayo?,Noise,None
Saan pwede mag-withdraw?,Noise,None
Ang ganda ng drawing mo,Noise,None
Bili tayo ng ticket,Noise,None
Ano sabi ni teacher?,Noise,None
Saan may bilihan ng bulaklak?,Noise,None
Ang ganda ng kuko mo,Noise,None
Punta tayo sa gym,Noise,None
FOR SALE: IPhone 14 Pro Max good as new pm me,Noise,None
Looking for reseller ng skin care products malaki kita,Noise,None
Pa-reserve na po kayo ng slots para sa raffle,Noise,None
Available na po ang aming famous leche flan order na,Noise,None
Room for rent malapit sa bayan mura lang,Noise,None
FS: Second hand motorcycle papers updated,Noise,None
LF: Kasama sa networking open minded ka ba?,Noise,None
Buy 1 Take 1 Burger ngayon lang to,Noise,None
Congratulations you won 1 million pesos text details,Noise,None
Loan offer low interest rate apply now,Noise,None
House and Lot for sale flood free area,Noise,None
Pre-loved clothes for sale mine all you can,Noise,None
Looking for part time job kahit ano,Noise,None
Available on hand frozen goods pm for price,Noise,None
Pa-mine na lang po ng item sa live selling,Noise,None
Sale! Sale! Sale! 50% off on all items,Noise,None
Condo unit for rent fully furnished,Noise,None
Car wash promo 100 pesos lang,Noise,None
Massage service home service available,Noise,None
Manicure Pedicure home service pm me,Noise,None
Aircon cleaning and repair services,Noise,None
Plumbing services tawag na,Noise,None
Electrical repair licensed electrician,Noise,None
Laptop repair and reformat,Noise,None
Cellphone repair unlocking,Noise,None
Printing services tarpaulin calling card,Noise,None
Catering services for all occasions,Noise,None
Balloon decoration for parties,Noise,None
Photo and video coverage packages,Noise,None
Van rental for outings,Noise,None
Truck for hire lipat bahay,Noise,None
Looking for business partner,Noise,None
Investment opportunity earn passive income,Noise,None
Online casino agent wanted,Noise,None
Sabong online register now,Noise,None
Pautang 5-6 daily payment,Noise,None
Gadget loan approval in 1 hour,Noise,None
Credit card application no documents needed,Noise,None
Personal loan fast release,Noise,None
Car loan low downpayment,Noise,None
Motorcycle loan easy approval,Noise,None
Real estate agent accreditation,Noise,None
Insurance agent hiring,Noise,None
Travel agency promo tickets,Noise,None
Visa assistance consultancy,Noise,None
Study abroad program,Noise,None
Work abroad placement agency,Noise,None
Domestic helper hiring,Noise,None
Construction worker hiring,Noise,None
Call center agent hiring,Noise,None
Online tutor hiring,Noise,None
Virtual assistant hiring,Noise,None
Content writer hiring,Noise,None
Graphic designer hiring,Noise,None
Video editor hiring,Noise,None
Social media manager hiring,Noise,None
Web developer hiring,Noise,None
App developer hiring,Noise,None
Software engineer hiring,Noise,None
Data entry hiring,Noise,None
Customer service hiring,Noise,None
Sales lady hiring,Noise,None
Cashier hiring,Noise,None
Driver hiring,Noise,None
Delivery rider hiring,Noise,None
Warehouseman hiring,Noise,None
Security guard hiring,Noise,None
Janitor hiring,Noise,None
Dishwasher hiring,Noise,None
Cook hiring,Noise,None
Waiter hiring,Noise,None
Barista hiring,Noise,None
Bartender hiring,Noise,None
Receptionist hiring,Noise,None
Secretary hiring,Noise,None
Accountant hiring,Noise,None
Engineer hiring,Noise,None
Architect hiring,Noise,None
Nurse hiring,Noise,None
Doctor hiring,Noise,None
Dentist hiring,Noise,None
Pharmacist hiring,Noise,None
Teacher hiring,Noise,None
Tutor hiring,Noise,None
Trainer hiring,Noise,None
Coach hiring,Noise,None
Consultant hiring,Noise,None
Freelancer hiring,Noise,None
Supplier wanted,Noise,None
Distributor wanted,Noise,None
Wholesaler wanted,Noise,None
Retailer wanted,Noise,None
Franchise opportunity,Noise,None
Business for sale,Noise,None
Rush sale,Noise,None
Negotiable price,Noise,None
Best offer,Noise,None
Discounted price,Noise,None
Free shipping,Noise,None
Cash on delivery,Noise,None
Ang korap talaga ng mga pulitiko dito sa atin,Noise,None
Dapat palitan na yang mayor na yan walang ginagawa,Noise,None
Sayang lang ang buwis na binabayad natin,Noise,None
Ang dumi ng kalsada hindi nililinis ng barangay,Noise,None
Bakit ba ang gulo ng trapiko dito walang enforcer,Noise,None
Puro papogi lang ang alam ng mga opisyal,Noise,None
Hindi ko iboboto yan sa susunod na eleksyon,Noise,None
Ang bagal ng serbisyo sa munisipyo,Noise,None
Wala na talagang pag-asa ang pilipinas,Noise,None
Dapat magkaisa tayo para sa pagbabago,Noise,None
Ang daming fake news na kumakalat ngayon,Noise,None
Wag kayo magpapaniwala sa mga trolls,Noise,None
Respeto naman sa opinyon ng iba,Noise,None
Bakit ba lagi na lang nag-aaway ang mga tao,Noise,None
Ang hirap maging pilipino sa sariling bayan,Noise,None
Dapat unahin ang kapakanan ng mahihirap,Noise,None
Ang yaman yaman ng mga pulitiko tapos tayo naghihirap,Noise,None
Wala naman nangyayari sa mga pangako nila,Noise,None
Paulit-ulit na lang ang sistema bulok,Noise,None
Kailangan natin ng disiplina sa sarili,Noise,None
Ang daming basura sa ilog kasalanan din ng tao,Noise,None
Dapat hulihin ang mga nagtatapon ng basura kung saan saan,Noise,None
Ang ingay ng videoke ng kapitbahay wala bang batas dyan,Noise,None
Bakit ba ang daming tambay sa kanto,Noise,None
Dapat magkaroon ng curfew para sa mga bata,Noise,None
Ang dilim ng poste hindi pinapalitan ang ilaw,Noise,None
Ang lubak ng kalsada hindi inaayos,Noise,None
Sayang ang pondo ng gobyerno sa walang kwentang proyekto,Noise,None
Dapat managot ang mga nagnanakaw sa kaban ng bayan,Noise,None
Ang bagal ng hustisya sa bansa natin,Noise,None
Kailangan natin ng matapang na lider,Noise,None
Dapat magtulungan tayo hindi puro reklamo,Noise,None
Ang daming pasaway sa kalsada,Noise,None
Bakit ba ang hilig natin sa chismis,Noise,None
Dapat mag-focus tayo sa solusyon hindi sa problema,Noise,None
Ang daming epal sa social media,Noise,None
Wag natin hayaan na lokohin tayo ng mga pulitiko,Noise,None
Dapat maging matalino sa pagboto,Noise,None
Ang daming problema ng bansa unahin muna natin to,Noise,None
Bakit ba ang taas ng presyo ng kuryente,Noise,None
Dapat imbestigahan ang mga anomalyang yan,Noise,None
Ang daming adik sa lugar namin hindi hinuhuli,Noise,None
Dapat magkaroon ng rehabilitation center,Noise,None
Ang daming batang hamog sa kalye kawawa naman,Noise,None
Dapat bigyan ng trabaho ang mga walang trabaho,Noise,None
Ang daming nagugutom na pamilya,Noise,None
Bakit ba ang mahal ng gamot,Noise,None
Dapat libre ang pagpapagamot sa ospital,Noise,None
Ang daming hindi nakakapag-aral na kabataan,Noise,None
Dapat libre ang edukasyon hanggang college,Noise,None
Ang daming walang bahay sa ilalim ng tulay,Noise,None
Dapat bigyan ng pabahay ang mga mahihirap,Noise,None
Ang daming OFW na inaapi sa ibang bansa,Noise,None
Dapat protektahan ang mga manggagawa,Noise,None
Ang baba ng sweldo hindi makabuhay ng pamilya,Noise,None
Dapat itaas ang minimum wage,Noise,None
Ang daming contractual na empleyado,Noise,None
Dapat gawing regular ang mga trabahador,Noise,None
Ang daming tax na binabayaran pero walang serbisyo,Noise,None
Dapat bawasan ang tax ng mga manggagawa,Noise,None
Ang daming utang ng pilipinas saan napupunta,Noise,None
Dapat maging transparent ang gobyerno,Noise,None
Ang daming kurakot sa customs,Noise,None
Dapat linisin ang mga ahensya ng gobyerno,Noise,None
Ang daming fixers sa LTO,Noise,None
Dapat mawala na ang red tape,Noise,None
Ang bagal ng internet sa pilipinas pinakamahal pa,Noise,None
Dapat ayusin ang serbisyo ng telco,Noise,None
Ang daming traffic sa EDSA walang katapusan,Noise,None
Dapat ayusin ang public transport system,Noise,None
Ang hirap sumakay ng jeep at bus,Noise,None
Dapat magkaroon ng maayos na tren,Noise,None
